commentId,creationTime,nickname,referenceName,userLevelId,isPlus,score,content
24163926167,2025-08-06 20:10:47,t***g,"[{""颜色"": ""月影黑 ""}]",,否,1,耳机可以的，跟小米手机链连接很方便，音质也很OK，带起来也很有型，做工质量也很优，再加上是我喜欢的颜色，真是爱不释手，一如既往支持小米。
24569619419,2025-09-22 23:08:56,齐鲁莽夫,"[{""颜色"": ""月影黑 ""}]",,否,1,非常满意的一次购物，和我的小米14手机丝滑连接，不需要做任何设置，音质也不错，待机时间足够长，戴在耳朵上几乎无感觉，很好。
24794741477,2025-10-22 11:21:23,不要乱拔草,"[{""颜色"": ""月影黑 ""}]",,否,1,以前用小米buds3pro，用了三年，一直都很好用，最近不能充电了，选了很多款耳机，最后还是买了小米Buds5，可能是习惯了，音质可以，对于听听歌，看看视频的我够用了。
23690729406,2025-06-04 18:46:39,吾***蝣,"[{""颜色"": ""月影黑 ""}]",,否,1,做工质感很好，黑色看起来是亮银色，音质还不错，操作简单方便，佩戴舒适续航实测3小时左右，还可以，主要还有录音功能很不错！
24259674629,2025-08-19 18:11:27,mashenggui,"[{""颜色"": ""雪山白 ""}]",,否,1,十分精美，包装简洁，物流发货相当快，政府补贴也相当给力，测试了下，音质不错，降噪效果达到预算，性价比不愧为小米的拳头产品，体验感相当好的购物体验
23728524657,2025-06-09 12:59:07,s***e,"[{""颜色"": ""钛光金 ""}]",,否,1,第一次买小米的这款Buds5无线蓝牙耳机，价格上算是中端的一款耳机了，拆开包装感觉还是很不错的，肉眼可见的做工非常精细，这个耳机配色设计简约有科技感，触感非常的细腻，总之没有让我失望。
23673680322,2025-06-02 18:04:22,搞***么,"[{""颜色"": ""月影黑 ""}]",,否,1,音质音效：音质非常的可以 舒适度：舒适度可以 可以长时间佩戴 做工质感：做工非常好 很圆润 续航能力：续航时间很长
24918758176,2025-11-05 00:23:32,这根烟灭我要走,"[{""颜色"": ""钛光金 ""}]",,否,1,性价比超高👍价格亲民，音质出色，低频浑厚、高频通透，细节还原度好。佩戴舒适，还支持多种音效模式，降噪功能也很实用，爱了!
23763865564,2025-06-13 21:43:30,j***k,"[{""颜色"": ""钛光金 ""}]",,否,1,音质清晰低音饱满，蓝牙连接稳定无延迟，佩戴舒适久戴不累，续航给力能用一整天，性价比超高！京东物流速度一如既往的快，包装完好无破损，还会回购！
23944942857,2025-07-08 16:07:27,事***顺,"[{""颜色"": ""月影黑 ""}]",,否,1,收到了耳机了，感谢快递员大雨帮我送到家里，打开快点看看耳机，非常喜欢，手感很好，拆开后链接了手机试了一下，听起来飘飘欲仙，音质非常好。
23869192051,2025-06-27 10:39:52,Q***5,"[{""颜色"": ""钛光金 ""}]",,否,1,做工质感：相当不错，感觉 音质音效：感觉可以 舒适度：戴起来比较舒服，但是也怕它容易掉 续航能力：续航能力超强可以 其他特色：是比较小巧且很便携，但是比较小，也是比较容易丢失的，也是怕容易掉丢失的，价格相对昂贵一点。
24897398922,2025-11-02 19:18:53,热心市民高le高,"[{""颜色"": ""钛光金 ""}]",,否,1,小米的耳机这是我买的第二个耳机了，跟第一个耳机相比的话这个耳机不用入耳特别深，所以戴的时间久了耳朵也没有闷的感觉，嗯降噪功能也是不错的，坐地铁使用感也很好
23592035160,2025-05-24 20:36:24,大***扬,"[{""颜色"": ""钛光金 ""}]",,否,1,这个耳机颜值很高，颜色很高级，很有质感，音质非常好，性价比很高，适配度很好，充一次电能用非常久，推荐大家购买，一定不会失望的啦
23580508007,2025-05-23 19:45:56,疯***调,"[{""颜色"": ""钛光金 ""}]",,否,1,这款耳机真的很不错，用着很顺手，声音也很清晰，值得推荐。 续航能力：中规中矩 音质音效：很棒 舒适度：中规中矩 做工质感：很棒
23742513301,2025-06-11 08:20:56,苦***噢,"[{""颜色"": ""钛光金 ""}]",,否,1,因为小米手机买了小米的耳机，音乐声音效果都很好，续航也不错，入耳也挺舒服，就是好像有个小bug，有时候刚连接上了蓝牙，却没有声音，要等一会才会有。
23738862979,2025-06-10 17:02:30,l***3,"[{""颜色"": ""月影黑 ""}]",,否,1,外观小巧，做工精致，音色特别好，充电也快，一直用小米的耳塞，中间换了一个品牌，感觉没有小米好用，果断换回来，物有所值！
23806796966,2025-06-18 21:09:08,锤***社,"[{""颜色"": ""雪山白 ""}]",,否,1,这个耳机匹配小米手机音质无敌了，不愧是米家自家产品开盖即链接，我以前使用漫步者的感觉匹配性很差要开关蓝牙几次才能链接，小米耳机秒连，颜值好看又轻巧待机时间长音质无敌，值得购买
23601359762,2025-05-25 19:42:55,T***u,"[{""颜色"": ""钛光金 ""}]",,否,1,音质真的惊艳到我了!高音清晰明亮，低音浑厚有力，听起歌来仿佛置身于演唱会现场，细节都能听得清清楚楚。而且它的降噪功能超厉害，开启之后周围的嘈杂声瞬间被隔绝，让我能全身心沉浸在音乐世界里。
23682436409,2025-06-03 19:06:41,I***属,"[{""颜色"": ""钛光金 ""}]",,否,1,颜值担当，做工精细，连接方便，音质一流，佩戴舒适。试听试戴后，感觉降噪效果不错，待机时间尚可，耳机充电挺快。
24216662840,2025-08-13 23:35:19,Y***彬,"[{""颜色"": ""雪山白 ""}]",,否,1,感觉还可以，在有噪音环境情况下听音乐音质都还是很棒 ，耳机而且不需要很塞入耳 在听音乐的情况别人打招呼也能听见外声。
24844128531,2025-10-27 20:37:12,沐***4,"[{""颜色"": ""钛光金 ""}]",,否,1,耳机音质棒棒的，佩戴也很舒适，之前有个白色的十一出去玩在南昌丢酒店里了，性价比很高，虽然宝贝不一定是最好的，但在同等的价位里面绝对是表现最棒的。
24361996300,2025-08-31 11:08:37,硬***4,"[{""颜色"": ""月影黑 ""}]",,否,1,品质很好，性价比高。本来也打算考虑buds5Pro，但是耳朵戴不惯入耳式，而且毕竟贵400块钱，也就没再考虑。音质不错，希望经久耐用。
23589302390,2025-05-24 15:02:05,迷***航,"[{""颜色"": ""雪山白 ""}]",,否,1,小米这个耳机真是在细节上人性化了，取耳机和放耳机都很方便，不像某些插入式充电的很难取出来耳机，音质没的说，高低音都很清晰，很完美
23715889573,2025-06-07 19:52:51,山***花,"[{""颜色"": ""月影黑 ""}]",,否,1,非常喜欢，简直是我的心头宠，买来之后一个周天天听，一直没有充电，续航很强，拿取也很方便，颜值也很高，简直太喜欢了！
24291233768,2025-08-22 21:32:10,j***i,"[{""颜色"": ""冰霜蓝 ""}]",,否,1,新耳机到了，音质超好，听的很舒服，而且很多功能都可以让我不用打开手机直接在耳机上轻碰操控就真的很方便，而且戴上去也不像以前那种耳机有挤耳朵的感觉，就很轻盈。
23826005995,2025-06-21 11:16:09,时***1,"[{""颜色"": ""钛光金 ""}]",,否,1,这款耳机看了很久，618果断拿下，商品质量一流棒，长佩戴佩戴也不会觉得耳朵疼，好产品、好品质、好服务，宝贝确实值这个价钱，颜值也很棒
23598938268,2025-05-25 15:52:14,Z***8,"[{""颜色"": ""钛光金 ""}]",,否,1,很不错，线下试了音质觉得比较不错，然后京东可以参加国补，就立马下单了，果然没让我失望，自己配了耳机壳，超级乖乖.
24887683728,2025-11-01 17:53:12,大***瓜,"[{""颜色"": ""雪山白 ""}]",,否,1,很好很强大，很好很强大。很好很强大。 音质非常棒。跟小米手机连接非常方便。 多设备协同，非常好用。米粉必备。比红米的音质好一点点。
24854250455,2025-10-28 23:54:44,q***z,"[{""颜色"": ""月影黑 ""}]",,否,1,很好用，很好用，信任小米，小米的耳机非常好，家里有很多小米的东西，做工好音质，质感好舒适好，续航能力强，下次再买，再接着用
23719728022,2025-06-08 10:46:17,j***6,"[{""颜色"": ""钛光金 ""}]",,否,1,音效只能说就那样，就是这个降噪感觉还没我这个3代方便好用（这个是主动降噪）可能是没习惯，银色这个整体挺好看的，戴在耳朵上没有不舒服，戴久了我耳朵也不痛，整体来说600这个阶位中规中矩的。我这个3代用了好几年没修过，现在都能听，只不过左耳听着听着没电了，续航还差半小时基本就无了，所以小米这品牌还是可以的。
23789788806,2025-06-17 07:27:40,孙***凯,"[{""颜色"": ""钛光金 ""}]",,否,1,小米Buds5蓝牙耳机真不错。音质清晰饱满，降噪也好，通话也很清晰。半入耳设计很舒服，戴一整天耳朵都不会疼。充电盒小巧便携，续航给力，入手不亏！
23668105357,2025-06-02 01:00:46,枫***世,"[{""颜色"": ""雪山白 ""}]",,否,1,昨天下的单今天就到了，京东的物流很给力。到手试听了一下，耳机的音质非常棒，沉浸式的体验，谁用谁知道。
23788089209,2025-06-16 22:40:14,风***r,"[{""颜色"": ""月影黑 ""}]",,否,1,半入耳式的降噪耳机，搭配小米15手机，同品牌适配性更好。相比入耳式耳机，半入耳式佩戴更舒适，户外运动也可以佩戴，不会掉落。 缺点是降噪能力会相对弱一些，光面设计更容易磨损划痕，如果是全磨砂质感更好也更实用。 国补+618，价格实惠。
24813088631,2025-10-24 11:36:26,q***5,"[{""颜色"": ""雪山白 ""}]",,否,1,小米的产品值得信赖，主要是它的颜色性价比都非常高。看了一圈还是订了这一款的，使用下来非常棒，大品牌值得推荐，小米的设计感和音质也非常好
23422798960,2025-05-14 17:59:03,小***淋,"[{""颜色"": ""雪山白 ""}]",,否,1,很好看呀也很好用，之前用的苹果这次换了小米，便宜了一半价格但用起来一样的好用，很喜欢还给身边的朋友都推荐了，音质音效都很棒
24234374592,2025-08-16 13:19:24,keresen,"[{""颜色"": ""雪山白 ""}]",,否,1,小米的手机肯定适配小米耳机，做工非常精良，入耳感觉很棒，连接迅速，音质很好，很让人惊喜，强烈推荐，京东送货速度那是没的说
24049900068,2025-07-22 23:09:56,j***y,"[{""颜色"": ""雪山白 ""}]",,否,1,1做工质感：做工很精细，手感也不错，下面光面，上面磨砂的。 2音质音效：音质音效也不错，主动降噪很给力，也可以关闭此功能。 3舒适度：佩戴很舒适，时间长了也不会有涨痛的感觉。 1续航能力：续航能力还可以吧，充电仓可以充好几次。 1其他特色：和小米手机可以自动适配连接，用起来很方便。
24844310373,2025-10-27 20:54:35,j***i,"[{""颜色"": ""雪山白 ""}]",,否,1,大品牌质量值得信赖，音质很好，款式设计新颖，美观大方，半入耳式，佩戴舒服，电池续航能力不错，价格实惠，包装结实完好无损，推荐品牌。
23660352112,2025-05-31 22:48:02,h***u,"[{""颜色"": ""钛光金 ""}]",,否,1,Xiaomi Buds 5 外观颜值高，手感佳，拿起来很小巧，，戴上不会感到累赘，相对上一代buds 4，音质提升明显，续航增强，搭配小米系列手机，简直绝配，值得推荐。
24291155726,2025-08-22 21:18:32,j***5,"[{""颜色"": ""月影黑 ""}]",,否,1,耳机这东西，够用就行。我耳朵出油比较多之前用的是苹果耳机，这款耳机没有胶套，用起来会好很多，音质和苹果的差的有点多，但平时也够用。
23760755549,2025-06-13 15:07:28,马***啊,"[{""颜色"": ""钛光金 ""}]",,否,1,家里人过生日买来当礼物的，趁着 国补价格特别合适。京东快递也能次日达，一直在用小米的耳机，长辈对买的这个也很满意
23274308904,2025-05-06 11:32:31,孙***号,"[{""颜色"": ""钛光金 ""}]",,否,1,隔音降噪效果不错哦，性价比超级高，才几百块，比某果性价比比高啊！颜色也好看，还能照镜子，就是电流感有点强，带上耳机附近的声音很清楚很近的感觉
23679687753,2025-06-03 13:26:11,j***k,"[{""颜色"": ""月影黑 ""}]",,否,1,反复试了好久，最后还是决定买这款耳机，性价比是真的高，网上都说freebuds5音质比它能好一些，但是我反复听反复试就是感觉它的音质好一些，也不是说freebuds5不好，就是相比之下还是觉得这款耳机值得入手，我上款耳机也用的是华为的，也用了好几年这才准备换的耳机，希望我们国产大品牌越做越好，让我们值得信赖！
24582242880,2025-09-24 10:36:00,-***-,"[{""颜色"": ""钛光金 ""}]",,否,1,做工质感：质感很不错，摸起来很舒服， 音质音效：音质很好，听起来很舒服， 续航能力：续航能力还没试，拿到70的电，看看能用多久， 舒适度：带着很舒服，没啥其他感觉，
23727239110,2025-06-09 10:52:00,j***6,"[{""颜色"": ""冰霜蓝 ""}]",,否,1,用了一段时间过来评价，音质超乎意料，并且质感很好耳机盒的材质拼接我很喜欢蓝牙链接也很稳定，唯一后悔没有买Pro版
24192675589,2025-08-11 12:00:01,张哿玮,"[{""颜色"": ""雪山白 ""}]",,否,1,小米Buds 5作为半入耳式蓝牙耳机，在舒适度和音质表现上认可。其轻量化设计（单耳仅4.5克）和符合人体工学的倾斜导管，使长时间佩戴几乎无压迫感，适合通勤或办公场景。音质方面，12.4mm动圈单元带来出色的低频表现，下潜深沉有弹性，尤其适合流行乐与电子乐。
23636715364,2025-05-29 10:47:15,j***o,"[{""颜色"": ""冰霜蓝 ""}]",,否,1,做工质感：做工质感还是可以的，符合这个价位。 音质音效：音质很不错，经久耐听的音质，而且包围感很强。 舒适度：佩戴舒适度非常舒适。
24513476009,2025-09-16 19:48:52,殿小生a,"[{""颜色"": ""钛光金 ""}]",,否,1,耳机好评这耳机真是太棒了，音质清晰、舒适度满分！ 音质清晰得像在现场一样，舒适度也是满分中的满分。戴着它听音乐简直是一种享受啊
24184254976,2025-08-09 19:50:58,徐***1,"[{""颜色"": ""月影黑 ""}]",,否,1,纠结了很久最后还是选择了这款耳机，看起来很有质用后 感，在地铁打开降噪模式再也不吵了，直接在地铁上睡 一路，非常的舒服，戴起来耳朵也不疼，续航也很久
23643941717,2025-05-30 00:33:57,a***m,"[{""颜色"": ""月影黑 ""}]",,否,1,小米耳机以其出色的性价比和优良的音质表现，在市场上赢得众多消费者的青睐。其设计简洁时尚，佩戴舒服，适合长时间使用。耳机连接稳定，操作简便，配合小米手机使用感极佳。
23804331224,2025-06-18 15:52:15,r***b,"[{""颜色"": ""钛光金 ""}]",,否,1,做工质感：非常好 音质音效：优秀 舒适度：舒服 续航能力：和描述一样 其他特色：外观精美漂亮，体验非常完美，科技感十足，不同其他品牌，完美的一次购物。这个颜色好看非常喜欢。
23662301852,2025-06-01 09:23:54,1***姐,"[{""颜色"": ""雪山白 ""}]",,否,1,超好用的一个耳机，可能以前买的都不那么耐用，这个我用了半个月都不用充电。真的很不错 强烈推荐。 做工质感：不错 音质音效：挺好 舒适度：我觉得可以 续航能力：不要太好
23980536693,2025-07-13 18:05:39,小***1,"[{""颜色"": ""雪山白 ""}]",,否,1,对比了airpods和这个，最终选择了小米，毕竟用的小米手机，方便连接，性价比高，音质不错，降噪效果好
24070730667,2025-07-25 14:47:34,j***r,"[{""颜色"": ""钛光金 ""}]",,否,1,还行吧，造型不错，音质也还不错👍性价比可以，带着也挺舒服，使用方便，续航时间还行，降噪效果一般&hellip;&hellip;
23497064733,2025-05-18 18:59:16,j***i,"[{""颜色"": ""雪山白 ""}]",,否,1,舒适度：我耳朵小戴很多都会有点不舒服但是这个没有戴久了耳朵也不痛 音质音效：音质真的没话说，特别喜欢！ 做工质感：拿到手手感真的一绝，特别惊喜
24453182595,2025-09-12 06:34:01,躺***6,"[{""颜色"": ""钛光金 ""}]",,否,1,外观质量都还不错，挺好看的 音质音效：很好 舒适度：很好 做工质感：非常好 续航能力：有待考究，搭配充电仓，也还可以接受
23690901527,2025-06-04 19:02:02,j***d,"[{""颜色"": ""月影黑 ""}]",,否,1,&zwnj;耳机音质清晰，佩戴舒适，外观设计简洁大方，蓝牙连接稳定，兼具高性价比与实用功能，综合体验优秀&zwnj;。
23617590943,2025-05-27 11:40:14,一***咎,"[{""颜色"": ""钛光金 ""}]",,否,1,包装质感很好，耳机小巧重量轻，音质还不错，人声比较清晰，开盖弹出动画迅速，总体还算满意。
23678396586,2025-06-03 11:00:28,井***版,"[{""颜色"": ""钛光金 ""}]",,否,1,降噪聊胜于无，室内办公室比较合适 外观好看，佩戴舒适 音质比较好 和小米手机适配非常好 续航正常，不短
23623731418,2025-05-27 22:05:28,翮***汐,"[{""颜色"": ""冰霜蓝 ""}]",,否,1,音质音效：非常好，很有沉浸感 续航能力：耳机盒充一次电可以用30h 做工质感：和好看，简约
23625330328,2025-05-28 03:56:09,潘***族,"[{""颜色"": ""钛光金 ""}]",,否,1,音质音效：很好很好！ 做工质感：做工很精致 舒适度：戴着很舒服比入耳好多 续航能力：续航能力基本一致
23755236556,2025-06-12 20:05:05,2***n,"[{""颜色"": ""雪山白 ""}]",,否,1,做工质感：质感很棒，耳机很精致 音质音效：听音乐音质非常好，比之前一代好很多，降噪也够用
24380753933,2025-09-02 19:57:34,j***K,"[{""颜色"": ""月影黑 ""}]",,否,1,耳机音质杠杠的，高音通透，中音饱满，低音澎湃，超出我的预期，超级棒！通话清晰，佩戴舒适，值得拥有！
24087101178,2025-07-28 07:59:29,g***e,"[{""颜色"": ""钛光金 ""}]",,否,1,对比过好几个耳机，还是喜欢这款，称着还有国补马上入手，买到了物美价廉的好商品，质量杠杠的，很有金属质感。物流给力，很快就送到了，试用感觉很好。
24289591671,2025-08-22 18:07:33,k***2,"[{""颜色"": ""月影黑 ""}]",,否,1,小米耳机，这款太棒啦，降噪功能很好，戴着舒服，太喜欢啦，国补很给力，京东购物放心满意的一次购物体验，送货上门服务态度也很好！
24851224704,2025-10-28 17:15:08,做***生,"[{""颜色"": ""钛光金 ""}]",,否,1,跟描述的一样很满意，物流也很快，音质很好用，对我来说也没有很闷的感觉，挺好的续航没有其他人说的那么差，后续我用了会再追评的
23766957966,2025-06-14 12:08:26,F***l,"[{""颜色"": ""钛光金 ""}]",,否,1,超赞的一个耳机产品，做工精良用料实在。小米耳机特别在匹配小米手机上无敌丝滑。这个产品高音清透低音醇厚，对比红米色好上好几个层次。实在是耳朵良友。很值得推荐！
24369339642,2025-09-01 13:23:31,不愿低飞的鸟,"[{""颜色"": ""月影黑 ""}]",,否,1,不愧是小米 蓝牙耳机也很好用！买的黑色 还自己搭配了一个外壳 质感很好！音质也很好很清晰 超级不错！自身是米粉 基本上都是买的小米
24291172964,2025-08-22 21:21:05,j***5,"[{""颜色"": ""冰霜蓝 ""}]",,否,1,好朋友推荐购买的，现在用着还不错，佩戴舒适，声音也合适。音质还可以，外观好看，精致小巧，续航还可以，开启无损音质耗电会快些。
23672142783,2025-06-02 14:41:20,小***6,"[{""颜色"": ""冰霜蓝 ""}]",,否,1,昨天买今天就到了，神速的，一打开这颜色老好看了，好清新的蓝色呀。音质也比我之前便宜的耳机好。这款半入耳的戴着舒服。
23706266490,2025-06-06 16:55:18,科***2,"[{""颜色"": ""钛光金 ""}]",,否,1,在小米之家试听之后下手的，效果还是不错的，声临其境 也对的起高价了，做工精细，就是金色有点粘指纹 其他的还是很不错的，
24275216806,2025-08-21 08:28:03,j***3,"[{""颜色"": ""冰霜蓝 ""}]",,否,1,耳机还是很不错的，就是这种半入耳是真的容易掉。但是音质确实好了不少，比全入耳戴的舒服多了。但是不知道为啥小米耳机太容易掉蓝牙了。下次还会买。
23472386261,2025-05-16 20:50:46,海***冰,"[{""颜色"": ""钛光金 ""}]",,否,1,这个音质真不错啊，配合小米15可以用lc3超低延迟，之前用的是米airpro2，不想用入耳式了换成这个，舒适感大提升，音质大提升。
24799314120,2025-10-22 19:14:27,w***a,"[{""颜色"": ""冰霜蓝 ""}]",,否,1,小巧精致，半入耳式佩戴舒适。颜色符合期望，充电盒质感良好。降噪能力对得起这个价位。但是续航可能有些差，有时候一分钟掉一格电。
23682570445,2025-06-03 19:17:23,2***o,"[{""颜色"": ""钛光金 ""}]",,否,1,爱了爱了，这颜值，值得拥有，之前的蓝牙耳机挂耳朵一会就疼的要死，加上有点外耳炎，带久了更加难受，然鹅，这个我带了一天都还不会有特别的不适
24771449290,2025-10-19 19:43:32,E***7,"[{""颜色"": ""钛光金 ""}]",,否,1,小米耳机设计简约大方，功能实用，配合 app 使用可以调整音质效果和降噪效果，听歌看电影打游戏都很舒服，必须给好评，推荐大家可以尝试！
24408214745,2025-09-06 09:42:22,穹***际,"[{""颜色"": ""雪山白 ""}]",,否,1,做工质感：简洁素净，精致好看，外形圆润又可爱； 音质音效：低音效果很明显，整体沉浸通透，能听到音乐的很多细节； 舒适度：小巧玲珑，佩戴很舒适，耳朵没啥无负担感； 续航能力：充电速度快，续航还不错。
23758300093,2025-06-13 09:52:09,j***r,"[{""颜色"": ""雪山白 ""}]",,否,1,小米buds5音质方面低音浑厚，细节保留较多，能够有效避免低频噪声，生态链交互流畅，续航能力日常用起来还行
